"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
"  SKU",86738,"[S]Disc color=Pink (light),[S]Disc weight=160-166 grams",,317ICDLP6066,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86739,"[S]Disc color=Blue (light),[S]Disc weight=175-176 grams",,317ICDBL7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8286,"Innova Colt (GStar)",P,170ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>The Colt is a low profile small diameter putt and approach disc similar to our XD or Classic Roc. It is a fairly straight flyer, that can also perform well for slow turnover shots that don't come crashing back. The Colt is a VTech design, which provides extra torque resistance making it suitable for sidearm and windy play. The Colt is a low profile putt and approach disc that can handle extra torque and windy conditions.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Star plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-3.gif"" alt=""speed-3.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-4.gif"" alt=""glide-4.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Putter</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Straight approaches, long putts, technical upshots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",16.99,5.75,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",3,0,"Disc Golf/Discs/Putter & Approach",43161,b/473/DSC04562__85423.JPG,,Y,0,43162,o/302/DSC04568__68490.JPG,,N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/putter-approach/innova-colt-gstar/,,,978,,,,,,,,,N,,"Speed=3;Glide=4;Turn=-1;Fade=1;""Plastic Class=Premium"""
"  SKU",86735,"[S]Disc color=Red,[S]Disc weight=175-176 grams",,170ICD7576REDR,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86736,"[S]Disc color=Orange,[S]Disc weight=175-176 grams",,170ICD7576ORAN,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",87152,"[S]Disc color=Yellow,[S]Disc weight=175-176 grams",," 170ICD7576YELL",,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8287,"Innova Vulcan (GStar)",P,127ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>The Star Vulcan is a high speed, easy to throw long distance disc golf driver. This is the every person long distance driver or a great power roller for the big arms. We recommend this disc to the novice player that wants to experiment with their first high speed driver.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Star plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-13.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-13.gif"" alt=""speed-13.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-5.gif"" alt=""fade-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-4.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-4.gif"" alt=""turn-minus-4.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-2.gif"" alt=""glide-2.gif"" width=""70"" height=""62"" /><br /> <a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Long Distance Drivers</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Easy to throw far, available in low weights, high powered roller</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",16.99,8.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",9,0,"Disc Golf/Discs/Distance Driver",43159,m/306/DSC04558__42648.JPG,,Y,0,43160,p/935/DSC04553__68467.JPG,,N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/distance-driver/innova-vulcan-gstar/,,,635,,,,,,,,,N,,"Speed=13;Glide=5;Turn=-4;Fade=2;""Plastic Class=Premium"""
"  SKU",86732,"[S]Disc color=Blue,[S]Disc weight=175-176 grams",,127ICDBLUE7576,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86733,"[S]Disc color=Blue,[S]Disc weight=170-172 grams",,127ICDBLUE7072,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86734,"[S]Disc color=Red,[S]Disc weight=170-172 grams",,127ICDRED7072,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86829,"[S]Disc color=Assorted,[S]Disc weight=170-172 grams",,1271ICD7072,,,,,,,0.00,,,,N,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8288,"Innova Mystere (Champion)",P,163ICDXX,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<div class=""ProductDescriptionContainer prodAccordionContent"" style=""display: block;""> <p>The Innova Mystere is a new speed 11 distance driver reminiscent of an Archon with extra glide, making it perfect for long turnovers with a smooth fade at the end. A great choice for a first distance driver or for a seasoned player looking for a good multi-purpose driver that can do just about anything.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Star plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-11.gif"" src=""http://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-11.gif"" alt=""speed-11.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-6.gif"" src=""http://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-6.gif"" alt=""glide-6.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-2.gif"" src=""http://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-2.gif"" alt=""turn-minus-2.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-2.gif"" src=""http://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-2.gif"" alt=""fade-2.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Long Distance Drivers</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Straight flight, tunnel shots, finesse disc</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p> </div>",15.99,8.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",7,0,"Disc Golf/Discs/Distance Driver",43171,j/815/DSC04598__69947.JPG,,Y,0,43172,h/663/DSC04589__72265.JPG,,N,1,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/distance-driver/innova-mystere-champion/,,,734,,,,,,,,,N,,"Speed=11;Glide=6;Turn=-2;Fade=2;""Plastic Class=Premium"""
"  SKU",86950,"[S]Disc color=Red,[S]Disc weight=170-172 grams",,163ICD7072REDR,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86951,"[S]Disc color=Pink,[S]Disc weight=170-172 grams",,163ICD7072PINK,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86952,"[S]Disc color=Green,[S]Disc weight=167-169 grams",,163ICD7072GREN,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86976,"[S]Disc color=Pink,[S]Disc weight=175-176 grams",,163ICD7576PINK,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86977,"[S]Disc color=Purple,[S]Disc weight=175-176 grams",,163ICD7576PURP,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8289,"Innova Thunderbird (Champion) ThunderVant Design",P,113ICDXX-TV,,"Innova Disc Golf","Disc Golf - Stock Models",Right,"<p>The Innova Champion Thundervant is actually a fully-qualified Thunderbird, same as the stock version in every way other than the stamp. These have a funny overstamp showing the Thunderbird's extreme displeasure that their disc would be disgraced with the Savant's stock stamp. A little comedy from Innova, which is expected from time to time...</p> <p>The Thunderbird is a new placement distance driver from Innova. It is a lot like a Teebird in its flight path, but beefed up for added speed and distance! With speed that matches a Valkyrie but more wind resistance, this disc flies a lot like a well-seasoned Firebird. Very useful for shorter drives where control and accuracy are a must.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Innova's Champion plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-9.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-9.gif"" alt=""speed-9.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-2.gif"" alt=""fade-2.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Distance Drivers</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Accurate short drives, utility driver, flex shots</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",19.99,7.74,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",3,0,"Disc Golf/Discs/Distance Driver",43167,s/558/thundervant_champion_green_top_1x1-720x720-52918004-e68f-459a-9254-fc6f84d933e7__84814.jpg,"Innova CHAMPION THUNDERBIRD - ThunderVant Design - top view of green disc",Y,0,43168,h/259/thundervant_champion_red_top_1x1-720x720-0cd0e974-508b-4dba-915b-9949048a1142__88019.jpg,"Innova CHAMPION THUNDERBIRD - ThunderVant Design - top view of red disc",N,1,43169,h/259/thundervant_champion_blue_top_1x1-720x720-43aeca82-8002-4426-8190-c62abaf1a2df__02974.jpg,"Innova CHAMPION THUNDERBIRD - ThunderVant Design - top view of blue disc",N,2,43170,q/430/icd_champThunderbirt-thundervant_spread__27841.jpg,"Innova CHAMPION THUNDERBIRD - ThunderVant Design. Photo shows five discs of different colors spread out and overlapping, with a yellow one centered in the frame. The yellow one has a black stamp that says ""Savant"", plus a white stamp of an angry Thunderbird cussing, crossing out the word ""Savant"" and writing Thunderbird over the top of it.",N,3,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/distance-driver/innova-thunderbird-champion-thundervant-design/,,,,,,,,,,,,N,,"Speed=9;Glide=5;Turn=0;Fade=2;""Plastic Class=Candy"""
"  SKU",86978,"[S]Disc color=Yellow,[S]Disc weight=160-166 grams",,113ICD6066YELL,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86979,"[S]Disc color=Yellow,[S]Disc weight=167-169 grams",,113ICD6769YELL,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86980,"[S]Disc color=Blue,[S]Disc weight=160-166 grams",,113ICD6066BLUE,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8290,"Discmania Evolution Instinct (Meta) misprints",P,132DMXXYY,,Discmania,"Disc Golf - Stock Models",Right,"<h2><strong>Discmania Evolution Instinct (Meta) misprints</strong></h2> <p>The Instinct is the first fairway driver and the very first disc released in Discmania's Evolution line.&nbsp;It offers the perfect blend of control and stability, resulting in a fairway driver that can be&nbsp;depended on for touch shots as well as big crushes down the fairway. The&nbsp;disc is a glide&nbsp;machine&nbsp;and makes your control drives longer. Evolve your game by trusting&nbsp;your instincts!</p> <p>Pro Tip: Meta plastic is the most overstable version of the standard Neo and Lux plastics that Innova has offered so far. Durability, grip, and glide will remain roughly the same as your favorite Instinct but initial out of the box flight is going to need just a little extra mustard on your throw.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania Evolution Meta plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-7.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-7.gif"" alt=""speed-7.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-5.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-5.gif"" alt=""glide-5.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-2.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-2.gif"" alt=""fade-2.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway Drivers</li> <li>Best Choice for: Control drives, sidearms, for advanced and Pro players</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",17.99,7.05,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",0,0,"Disc Golf/Discs/Fairway Driver",43177,t/264/DSC04645__65027.JPG,"Discmania Evolution Instinct (Meta) misprints variation example 1 Top View",Y,0,43178,x/443/DSC04650__96233.JPG,"Discmania Evolution Instinct (Meta) misprints variation example 2 Top View",N,1,43179,r/085/DSC04655__33336.JPG,"Discmania Evolution Instinct (Meta) misprints variation example 3 Top View",N,2,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/discmania-evolution-instinct-meta-misprints/,,,,,,,,,,,,N,,"Speed=7;Glide=5;Turn=0;Fade=2;""Plastic Class=Candy"""
"  SKU",86983,"[S]Disc color=White,[S]Disc weight=173-174 grams",,132DM7374WHIT,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86984,"[S]Disc color=White,[S]Disc weight=175-176 grams",,132DM7576WHIT,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8291,"Discmania Active Sensei Grateful Disc 2020",P,120DMXXYY,,Discmania,"Disc Golf - Stock Models",Right,"<h2><strong>Discmania Active Sensei Grateful Disc 2020</strong></h2> <p><span style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;"">The SENSEI is a low profile putter with an extremely flat top that fits great in any hand size. By far the most popular of the new active line releases from Dsicmania. This putter has a neutral flight with a slight fade at the end, that helps guarantee a strong connection with the chains and keeping putting flight consistent. The SENSEI also doubles as a great approach disc. When thrown from further out the SENSEI sails straight with little to no fade, making this disc perfect for all types of approach shots. </span></span></span></p> <p><span style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""font-weight: 400;""><em>Please note: disc and stamp colors may vary from images shown.</em></span></span></span></p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania Active Baseline plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <p><img class=""__mce_add_custom__"" title=""speed-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-3.gif"" alt=""speed-3.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-3.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-3.gif"" alt=""glide-3.gif"" width=""70"" height=""62"" /></p> <p><img class=""__mce_add_custom__"" title=""turn-zero.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-zero.gif"" alt=""turn-zero.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Putter</li> <li>Best Choice for: All around putter</li> <li>Assorted weights between 165-170g</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",8.99,7.05,0.00,0.00,0.0000,N,,0.4000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",3,0,"Disc Golf/Discs/Putter & Approach",43184,u/644/DSC04675__76852.JPG,"Discmania Active Sensei Grateful Disc 2020 Blue Top View",Y,0,43183,q/258/DSC04665__25331.JPG,"Discmania Active Sensei Grateful Disc 2020 Pink Top View",N,1,43185,a/610/DSC04669__75614.JPG,"Discmania Active Sensei Grateful Disc 2020 White Top View",N,2,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/putter-approach/discmania-active-sensei-grateful-disc-2020/,,,,,,,,,,,,N,,"Speed=3;Glide=3;Turn=0;Fade=1;""Plastic Class=Basic"""
"  SKU",86988,"[S]Disc color=Blue,[S]Disc weight=177-179 grams",,120DM7779BLUE,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86989,"[S]Disc color=Pink,[S]Disc weight=177-179 grams",,120DM7779PINK,,,,,,,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",86990,"[S]Disc color=White,[S]Disc weight=177-179 grams",,120DM7779WHIT,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,8292,"Discmania FD (C-Line) Grateful Disc 2020",P,5DMXXYY,,Discmania,"Disc Golf - Stock Models",Right,"<h2>Discmania FD (C-Line) Grateful Disc 2020</h2> <p>Discmania's first true Fairway Driver was initially known as the Jackal, and now just ""FD"". The FD is such a controllable low-speed driver that once you learn its magic you'll never leave it out of your bag. Packed with gigantic glide, this bad boy is also sneaky long if thrown accordingly. The FD is at its best when you need to make an accurate drive and land smoothly on the fairway. We recommend this disc to players looking for a fairway driver that falls between the Innova Teebird and Leopard.</p> <p>Information about <a title=""Information about this plastic type"" href=""https://www.wrightlife.com/plastic-types-and-descriptions/"">Discmania's C-line plastic</a></p> <h3>FLIGHT CHARACTERISTICS</h3> <div><img class=""__mce_add_custom__"" title=""speed-7.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/speed-7.gif"" alt=""speed-7.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""glide-6.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/glide-6.gif"" alt=""glide-6.gif"" width=""70"" height=""62"" /></div> <p><img class=""__mce_add_custom__"" title=""turn-minus-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/turn-minus-1.gif"" alt=""turn-minus-1.gif"" width=""70"" height=""62"" /><img class=""__mce_add_custom__"" title=""fade-1.gif"" src=""https://cdn2.bigcommerce.com/server100/yt68tfv9/product_images/uploaded_images/fade-1.gif"" alt=""fade-1.gif"" width=""70"" height=""62"" /><br /><a title=""About the flight characteristics numbering system"" href=""https://www.wrightlife.com/flight-bar-details/"">(What is this?)</a></p> <h3>SPECIFICATIONS</h3> <ul> <li>Classification: Fairway</li> <li>Diameter: 21.2cm</li> <li>Best Choice for: Long turnovers, tailwind drives, tight fairways</li> </ul> <h3>More Information</h3> <p><a title=""Wright Life staff picks"" href=""https://www.wrightlife.com/staff-picks/"">See what the Wright Life staff have in their bag</a></p> <p><a title=""Learn why discs fly the way they do"" href=""https://www.wrightlife.com/the-nature-of-flight/"">Learn about the ""Nature of Disc Flight""</a></p>",17.99,7.60,0.00,0.00,0.0000,N,,0.5000,8.2500,0.5000,8.2500,Y,Y,"Ships in 1-2 Days","by option",2,0,"Disc Golf/Discs/Fairway Driver",43190,c/266/DSC04679__03017.JPG,"Discmania FD (C-Line) Grateful Disc 2020 Blue Top View",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,,N,,,0,"Default Tax Class",,N,/disc-golf/discs/fairway-driver/discmania-fd-c-line-grateful-disc-2020/,,,,,,,,,,,,N,,"Speed=7;Glide=6;Turn=-1;Fade=1;""Plastic Class=Candy"""
"  SKU",87000,"[S]Disc color=Blue,[S]Disc weight=173-174 grams",,5DM7374BLUE,,,,,,,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
